ChrA,StartA,EndA,ChrB,StartB,EndB,Ncontact
chr13,41460000,41470000,chr13,41580000,41590000,8.5
chr13,55530000,55540000,chr13,55610000,55620000,8.5
chr10,122170000,122180000,chr10,122220000,122230000,8.5
chr9,96270000,96280000,chr9,96300000,96310000,8.5
chr9,45790000,45800000,chr9,45980000,45990000,8.5
chr2,11110000,11120000,chr2,11570000,11580000,8.5
chr7,82630000,82640000,chr7,82740000,82750000,8.5
chr9,61210000,61220000,chr9,61510000,61520000,8.5
chr5,64880000,64890000,chr5,65070000,65080000,8.5
chr17,84050000,84060000,chr17,84100000,84110000,8.5
chr5,123440000,123450000,chr5,123490000,123500000,8.5
chr13,45940000,45950000,chr13,46020000,46030000,8.5
chr2,11130000,11140000,chr2,11170000,11180000,8.5
chr3,130710000,130720000,chr3,130820000,130830000,8.5
chr10,128070000,128080000,chr10,128180000,128190000,8.5
chr5,97340000,97350000,chr5,97540000,97550000,8.5
chr3,130710000,130720000,chr3,130760000,130770000,8.5
chr5,97300000,97310000,chr5,97340000,97350000,8.5
chr7,82800000,82810000,chr7,82920000,82930000,8.5
chr17,73260000,73270000,chr17,73450000,73460000,8.5
chr9,32740000,32750000,chr9,32860000,32870000,8.5
chr8,84010000,84020000,chr8,84220000,84230000,8.5
chr1,138510000,138520000,chr1,138580000,138590000,8.5
chr10,98240000,98250000,chr10,98340000,98350000,8.5
chr12,70480000,70490000,chr12,70540000,70550000,8.5
chr2,132330000,132340000,chr2,132460000,132470000,8.5
chr12,80740000,80750000,chr12,80790000,80800000,8.5
chr12,80720000,80730000,chr12,80790000,80800000,8.5
chr4,32140000,32150000,chr4,32330000,32340000,8.5
chr10,95860000,95870000,chr10,96070000,96080000,8.5
chr6,99200000,99210000,chr6,99260000,99270000,8.5
chr10,18680000,18690000,chr10,18730000,18740000,8.5
chr10,96040000,96050000,chr10,96080000,96090000,8.5
chr6,99210000,99220000,chr6,99340000,99350000,8.5
chr7,19810000,19820000,chr7,19880000,19890000,8.5
chr18,53900000,53910000,chr18,54060000,54070000,8.5
chr4,14750000,14760000,chr4,14850000,14860000,8.5
chr6,115620000,115630000,chr6,115640000,115650000,8.5
chr6,99470000,99480000,chr6,99490000,99500000,8.5
chr16,64800000,64810000,chr16,64830000,64840000,8.5
chr10,18780000,18790000,chr10,19210000,19220000,8.5
chr2,128210000,128220000,chr2,128220000,128230000,8.5
chr17,28340000,28350000,chr17,28390000,28400000,8.5
chr9,32390000,32400000,chr9,32740000,32750000,8.5
chr16,48750000,48760000,chr16,48770000,48780000,8.5
chr2,102710000,102720000,chr2,102830000,102840000,8.5
chr7,111430000,111440000,chr7,111500000,111510000,8.5
chr1,60800000,60810000,chr1,60950000,60960000,8.5
chr11,21000000,21010000,chr11,21080000,21090000,8.5
chr4,32260000,32270000,chr4,32330000,32340000,8.5
chr13,23540000,23550000,chr13,23600000,23610000,8.5
chr1,163660000,163670000,chr1,163690000,163700000,8.5
chr6,82950000,82960000,chr6,83040000,83050000,8.5
chr11,54250000,54260000,chr11,54330000,54340000,8.5
chr3,95520000,95530000,chr3,95560000,95570000,8.5
chr10,92620000,92630000,chr10,92770000,92780000,8.5
chr9,32550000,32560000,chr9,32740000,32750000,8.5
chr3,95470000,95480000,chr3,95560000,95570000,8.5
chr3,95470000,95480000,chr3,95520000,95530000,8.5
chr1,163600000,163610000,chr1,163640000,163650000,8.5
chr7,109390000,109400000,chr7,109480000,109490000,8.5
chr10,18670000,18680000,chr10,18820000,18830000,8.0
chr8,125440000,125450000,chr8,125560000,125570000,8.0
chr15,59920000,59930000,chr15,59960000,59970000,8.0
chr9,78240000,78250000,chr9,78290000,78300000,8.0
chr8,47840000,47850000,chr8,48020000,48030000,8.0
chr8,84010000,84020000,chr8,84080000,84090000,8.0
chr12,80740000,80750000,chr12,81210000,81220000,8.0
chr11,4240000,4250000,chr11,4320000,4330000,8.0
chr6,129160000,129170000,chr6,129230000,129240000,8.0
chr15,5460000,5470000,chr15,5500000,5510000,8.0
chr12,45300000,45310000,chr12,45360000,45370000,8.0
chr5,108140000,108150000,chr5,108180000,108190000,8.0
chr11,118010000,118020000,chr11,118080000,118090000,8.0
chr10,79420000,79430000,chr10,79440000,79450000,8.0
chr10,117300000,117310000,chr10,117350000,117360000,8.0
chr10,117390000,117400000,chr10,117520000,117530000,8.0
chr6,83040000,83050000,chr6,83070000,83080000,8.0
chr14,79820000,79830000,chr14,79980000,79990000,8.0
chr13,112580000,112590000,chr13,112790000,112800000,8.0
chr14,73720000,73730000,chr14,73780000,73790000,8.0
chr13,5800000,5810000,chr13,5840000,5850000,8.0
chr12,108360000,108370000,chr12,108420000,108430000,8.0
chr6,99120000,99130000,chr6,99210000,99220000,8.0
chr7,71150000,71160000,chr7,71200000,71210000,8.0
chr11,118080000,118090000,chr11,118150000,118160000,8.0
chr10,40090000,40100000,chr10,40140000,40150000,8.0
chr15,27590000,27600000,chr15,27850000,27860000,8.0
chr7,71110000,71120000,chr7,71140000,71150000,8.0
chr8,129110000,129120000,chr8,129390000,129400000,8.0
chr15,36340000,36350000,chr15,36360000,36370000,8.0
chr8,129110000,129120000,chr8,129380000,129390000,8.0
chr8,35170000,35180000,chr8,35220000,35230000,8.0
chr6,136460000,136470000,chr6,136490000,136500000,8.0
chr13,30120000,30130000,chr13,30170000,30180000,8.0
chr11,4130000,4140000,chr11,4320000,4330000,8.0
chr19,9050000,9060000,chr19,9150000,9160000,8.0
chr2,11110000,11120000,chr2,11540000,11550000,8.0
chr3,130850000,130860000,chr3,130890000,130900000,8.0
chr3,21860000,21870000,chr3,21870000,21880000,8.0
chr18,39670000,39680000,chr18,39810000,39820000,8.0
chr16,51670000,51680000,chr16,52060000,52070000,8.0
chr3,115500000,115510000,chr3,115670000,115680000,8.0
chr19,11500000,11510000,chr19,11590000,11600000,8.0
chr17,84510000,84520000,chr17,84720000,84730000,8.0
chr2,117140000,117150000,chr2,117240000,117250000,8.0
chr18,56840000,56850000,chr18,56890000,56900000,8.0
chr17,73290000,73300000,chr17,73510000,73520000,8.0
chr17,73290000,73300000,chr17,73380000,73390000,8.0
chr3,106740000,106750000,chr3,106840000,106850000,8.0
chr17,57410000,57420000,chr17,57470000,57480000,8.0
chr1,146090000,146100000,chr1,146140000,146150000,8.0
chr1,69590000,69600000,chr1,69810000,69820000,8.0
chr1,60830000,60840000,chr1,60960000,60970000,8.0
chr1,146090000,146100000,chr1,146120000,146130000,8.0
chr4,132140000,132150000,chr4,132190000,132200000,8.0
chr4,116860000,116870000,chr4,116880000,116890000,8.0
chr19,57190000,57200000,chr19,57430000,57440000,7.5
chr3,130760000,130770000,chr3,130810000,130820000,7.5
chr1,138500000,138510000,chr1,138580000,138590000,7.5
chr16,55940000,55950000,chr16,55970000,55980000,7.5
chr10,19290000,19300000,chr10,19330000,19340000,7.5
chr10,39970000,39980000,chr10,40020000,40030000,7.5
chr16,57490000,57500000,chr16,57510000,57520000,7.5
chr7,80660000,80670000,chr7,80750000,80760000,7.5
chr13,30830000,30840000,chr13,30920000,30930000,7.5
chr7,82510000,82520000,chr7,82710000,82720000,7.5
chr7,26400000,26410000,chr7,26460000,26470000,7.5
chr10,67600000,67610000,chr10,67700000,67710000,7.5
chr3,116460000,116470000,chr3,116470000,116480000,7.5
chr10,67600000,67610000,chr10,67710000,67720000,7.5
chr16,32110000,32120000,chr16,32160000,32170000,7.5
chr1,60830000,60840000,chr1,60950000,60960000,7.5
chr6,54710000,54720000,chr6,54790000,54800000,7.5
chr6,70750000,70760000,chr6,70790000,70800000,7.5
chr6,83000000,83010000,chr6,83040000,83050000,7.5
chr19,29420000,29430000,chr19,29440000,29450000,7.5
chr6,99210000,99220000,chr6,99320000,99330000,7.5
chr10,95860000,95870000,chr10,96080000,96090000,7.5
chr1,90540000,90550000,chr1,90600000,90610000,7.5
chr5,123670000,123680000,chr5,123690000,123700000,7.5
chr10,92630000,92640000,chr10,92680000,92690000,7.5
chr6,125160000,125170000,chr6,125190000,125200000,7.5
chr5,135590000,135600000,chr5,135620000,135630000,7.5
chr11,54250000,54260000,chr11,54300000,54310000,7.5
chr7,132630000,132640000,chr7,132770000,132780000,7.5
chr16,51670000,51680000,chr16,52120000,52130000,7.5
chr1,53830000,53840000,chr1,53930000,53940000,7.5
chr19,11500000,11510000,chr19,11570000,11580000,7.5
chr15,36320000,36330000,chr15,36340000,36350000,7.5
chr5,106110000,106120000,chr5,106260000,106270000,7.5
chr17,26630000,26640000,chr17,26660000,26670000,7.5
chr2,11120000,11130000,chr2,11550000,11560000,7.5
chr8,125460000,125470000,chr8,125550000,125560000,7.5
chr9,32530000,32540000,chr9,32600000,32610000,7.5
chr11,98800000,98810000,chr11,98990000,99000000,7.5
chr8,87430000,87440000,chr8,87490000,87500000,7.5
chr3,36740000,36750000,chr3,36750000,36760000,7.5
chr9,45890000,45900000,chr9,45980000,45990000,7.5
chr1,167630000,167640000,chr1,167760000,167770000,7.5
chr12,80720000,80730000,chr12,81210000,81220000,7.5
chr8,4650000,4660000,chr18,13100000,13110000,7.5
chr15,55680000,55690000,chr15,55720000,55730000,7.5
chr8,129110000,129120000,chr8,129350000,129360000,7.5
chr17,36100000,36110000,chr17,36130000,36140000,7.5
chr17,73260000,73270000,chr17,73380000,73390000,7.5
chr17,73280000,73290000,chr17,73380000,73390000,7.5
chr18,65470000,65480000,chr18,65540000,65550000,7.5
chr10,95830000,95840000,chr10,96040000,96050000,7.0
chr6,108480000,108490000,chr6,108550000,108560000,7.0
chr3,95420000,95430000,chr3,95470000,95480000,7.0
chr17,73290000,73300000,chr17,73450000,73460000,7.0
chr11,46180000,46190000,chr11,46230000,46240000,7.0
chr4,40720000,40730000,chr4,40820000,40830000,7.0
chr11,117730000,117740000,chr11,118000000,118010000,7.0
chr10,90610000,90620000,chr10,90640000,90650000,7.0
chr9,32400000,32410000,chr9,32450000,32460000,7.0
chr4,32220000,32230000,chr4,32330000,32340000,7.0
chr17,73380000,73390000,chr17,73510000,73520000,7.0
chr9,32510000,32520000,chr9,32600000,32610000,7.0
chr10,95860000,95870000,chr10,96050000,96060000,7.0
chr13,117810000,117820000,chr13,117980000,117990000,7.0
chr14,54840000,54850000,chr14,54980000,54990000,7.0
chr4,59260000,59270000,chr4,59340000,59350000,7.0
chr17,51950000,51960000,chr17,52040000,52050000,7.0
chr1,69590000,69600000,chr1,69800000,69810000,7.0
chr4,107970000,107980000,chr4,108130000,108140000,7.0
chr11,46120000,46130000,chr11,46180000,46190000,7.0
chr11,106820000,106830000,chr11,106840000,106850000,7.0
chr2,22920000,22930000,chr2,22940000,22950000,7.0
chr17,73250000,73260000,chr17,73280000,73290000,7.0
chr17,73250000,73260000,chr17,73290000,73300000,7.0
chr14,122330000,122340000,chr14,122400000,122410000,7.0
chr9,32390000,32400000,chr9,32420000,32430000,7.0
chr17,31270000,31280000,chr17,31360000,31370000,7.0
chr2,127980000,127990000,chr2,128200000,128210000,7.0
chr10,13710000,13720000,chr10,13830000,13840000,7.0
chr13,5840000,5850000,chr13,5880000,5890000,7.0
chr7,117090000,117100000,chr7,117130000,117140000,7.0
chr10,18730000,18740000,chr10,19220000,19230000,7.0
chr13,5770000,5780000,chr13,5800000,5810000,7.0
chr11,83000000,83010000,chr11,83030000,83040000,7.0
chr10,18890000,18900000,chr10,19290000,19300000,7.0
chr10,98250000,98260000,chr10,98340000,98350000,7.0
chr16,84580000,84590000,chr16,84830000,84840000,7.0
chr3,88220000,88230000,chr3,88310000,88320000,7.0
chr16,75900000,75910000,chr16,75980000,75990000,7.0
chr7,82630000,82640000,chr7,82710000,82720000,7.0
chr12,86680000,86690000,chr12,86780000,86790000,7.0
chr8,48770000,48780000,chr8,48790000,48800000,7.0
chr13,30830000,30840000,chr13,30880000,30890000,7.0
chr6,149080000,149090000,chr6,149130000,149140000,7.0
chr11,98760000,98770000,chr11,98800000,98810000,7.0
chr3,52050000,52060000,chr3,52060000,52070000,7.0
chr1,130440000,130450000,chr1,130480000,130490000,7.0
chr8,109090000,109100000,chr8,109160000,109170000,7.0
chr18,34940000,34950000,chr18,35010000,35020000,7.0
chr16,52060000,52070000,chr16,52180000,52190000,7.0
chr17,29620000,29630000,chr17,29680000,29690000,7.0
chr3,130860000,130870000,chr3,130890000,130900000,7.0
chr16,51670000,51680000,chr16,52140000,52150000,7.0
chr10,67660000,67670000,chr10,67710000,67720000,7.0
chr10,18720000,18730000,chr10,18820000,18830000,7.0
chr8,129100000,129110000,chr8,129380000,129390000,7.0
chr6,149090000,149100000,chr6,149310000,149320000,7.0
chr19,31280000,31290000,chr19,31410000,31420000,7.0
chr2,11140000,11150000,chr2,11170000,11180000,7.0
chr1,60800000,60810000,chr1,60960000,60970000,7.0
chr5,134710000,134720000,chr5,134800000,134810000,7.0
chr1,60800000,60810000,chr1,60990000,61000000,7.0
chr15,27520000,27530000,chr15,27570000,27580000,7.0
chr6,99260000,99270000,chr6,99320000,99330000,6.5
chr5,123430000,123440000,chr5,123490000,123500000,6.5
chr1,130480000,130490000,chr1,130720000,130730000,6.5
chr1,130480000,130490000,chr1,130680000,130690000,6.5
chr7,82740000,82750000,chr7,82940000,82950000,6.5
chr10,17440000,17450000,chr10,17510000,17520000,6.5
chr4,46520000,46530000,chr4,46600000,46610000,6.5
chr7,82630000,82640000,chr7,82800000,82810000,6.5
chr7,82510000,82520000,chr7,82940000,82950000,6.5
chr8,47770000,47780000,chr8,47840000,47850000,6.5
chr4,32430000,32440000,chr4,32470000,32480000,6.5
chr1,173890000,173900000,chr1,173930000,173940000,6.5
chr1,69650000,69660000,chr1,69810000,69820000,6.5
chr1,153340000,153350000,chr1,153530000,153540000,6.5
chr10,41600000,41610000,chr10,41990000,42000000,6.5
chr6,82950000,82960000,chr6,83000000,83010000,6.5
chr1,130290000,130300000,chr1,130720000,130730000,6.5
chr6,99200000,99210000,chr6,99320000,99330000,6.5
chr4,43910000,43920000,chr4,44030000,44040000,6.5
chr6,31060000,31070000,chr6,31140000,31150000,6.5
chr14,122310000,122320000,chr14,122330000,122340000,6.5
chr2,165800000,165810000,chr2,165860000,165870000,6.5
chr5,121820000,121830000,chr5,121840000,121850000,6.5
chr15,80540000,80550000,chr15,80630000,80640000,6.5
chr5,145960000,145970000,chr5,145990000,146000000,6.5
chr6,99000000,99010000,chr6,99200000,99210000,6.5
chr1,80330000,80340000,chr1,80410000,80420000,6.5
chr12,80790000,80800000,chr12,80860000,80870000,6.5
chr6,99000000,99010000,chr6,99210000,99220000,6.5
chr12,80740000,80750000,chr12,80860000,80870000,6.5
chr7,109390000,109400000,chr7,109470000,109480000,6.5
chr15,80400000,80410000,chr15,80570000,80580000,6.5
chr8,74790000,74800000,chr8,74860000,74870000,6.5
chr3,60270000,60280000,chr3,60290000,60300000,6.5
chr3,95620000,95630000,chr3,95640000,95650000,6.5
chr10,127930000,127940000,chr10,127980000,127990000,6.5
chr8,117400000,117410000,chr8,117490000,117500000,6.5
chr16,23230000,23240000,chr16,23280000,23290000,6.5
chr10,18730000,18740000,chr10,19290000,19300000,6.5
chr12,86680000,86690000,chr12,86790000,86800000,6.5
chr7,82830000,82840000,chr7,82940000,82950000,6.5
chr8,36690000,36700000,chr8,36740000,36750000,6.5
chr10,127980000,127990000,chr10,128070000,128080000,6.5
chr6,99000000,99010000,chr6,99120000,99130000,6.5
chr13,117810000,117820000,chr13,118000000,118010000,6.5
chr1,174070000,174080000,chr1,174230000,174240000,6.5
chr15,12060000,12070000,chr15,12090000,12100000,6.5
chr4,59170000,59180000,chr4,59210000,59220000,6.5
chr1,60810000,60820000,chr1,60990000,61000000,6.5
chr10,67660000,67670000,chr10,67740000,67750000,6.5
chr15,96460000,96470000,chr15,96540000,96550000,6.5
chr15,5020000,5030000,chr15,5050000,5060000,6.5
chr5,65270000,65280000,chr5,65390000,65400000,6.5
chr4,7380000,7390000,chr4,7390000,7400000,6.5
chr9,32500000,32510000,chr9,32740000,32750000,6.5
chr2,11110000,11120000,chr2,11550000,11560000,6.5
chr15,61810000,61820000,chr15,61990000,62000000,6.5
chr9,32550000,32560000,chr9,32710000,32720000,6.5
chr4,6810000,6820000,chr4,6890000,6900000,6.5
chr15,5410000,5420000,chr15,5460000,5470000,6.5
chr1,158540000,158550000,chr1,158600000,158610000,6.5
chr2,9510000,9520000,chr2,9790000,9800000,6.5
chr11,106540000,106550000,chr11,106630000,106640000,6.5
chr14,54830000,54840000,chr14,55130000,55140000,6.5
chr10,67560000,67570000,chr10,67740000,67750000,6.5
chr13,44600000,44610000,chr13,44820000,44830000,6.5
chr9,32300000,32310000,chr9,32510000,32520000,6.5
chr4,132140000,132150000,chr4,132210000,132220000,6.5
chr6,99200000,99210000,chr6,99350000,99360000,6.5
chr3,130720000,130730000,chr3,130820000,130830000,6.5
chr10,95870000,95880000,chr10,96070000,96080000,6.5
chr11,117730000,117740000,chr11,118080000,118090000,6.5
chr10,67560000,67570000,chr10,67710000,67720000,6.5
chr10,67600000,67610000,chr10,67650000,67660000,6.5
chr5,65070000,65080000,chr5,65190000,65200000,6.5
chr7,25240000,25250000,chr7,25310000,25320000,6.5
chr6,128830000,128840000,chr6,129190000,129200000,6.5
chr2,117130000,117140000,chr2,117240000,117250000,6.5
chr3,52060000,52070000,chr3,52640000,52650000,6.5
chr7,111390000,111400000,chr7,111500000,111510000,6.0
chr3,95390000,95400000,chr3,95470000,95480000,6.0
chr7,132650000,132660000,chr7,132680000,132690000,6.0
chr4,59180000,59190000,chr4,59290000,59300000,6.0
chr5,115940000,115950000,chr5,116000000,116010000,6.0
chr15,53090000,53100000,chr15,53150000,53160000,6.0
chr7,135520000,135530000,chr7,135660000,135670000,6.0
chr6,39150000,39160000,chr6,39290000,39300000,6.0
chr1,145850000,145860000,chr1,146150000,146160000,6.0
chr13,23540000,23550000,chr13,23650000,23660000,6.0
chr10,74760000,74770000,chr10,74900000,74910000,6.0
chr13,113070000,113080000,chr13,113180000,113190000,6.0
chr19,11500000,11510000,chr19,11580000,11590000,6.0
chr11,54250000,54260000,chr11,54340000,54350000,6.0
chr16,45220000,45230000,chr16,45300000,45310000,6.0
chr13,112580000,112590000,chr13,113210000,113220000,6.0
chr7,16880000,16890000,chr7,16940000,16950000,6.0
chr16,51670000,51680000,chr16,52180000,52190000,6.0
chr3,130820000,130830000,chr3,130890000,130900000,6.0
chr10,67560000,67570000,chr10,67700000,67710000,6.0
chr3,130710000,130720000,chr3,130810000,130820000,6.0
chr10,67500000,67510000,chr10,67560000,67570000,6.0
chr10,66990000,67000000,chr10,67040000,67050000,6.0
chr1,130440000,130450000,chr1,130720000,130730000,6.0
chr16,75760000,75770000,chr16,75890000,75900000,6.0
chr11,69440000,69450000,chr11,69490000,69500000,6.0
chr3,103550000,103560000,chr3,103590000,103600000,6.0
chr6,99260000,99270000,chr6,99380000,99390000,6.0
chr7,82710000,82720000,chr7,82940000,82950000,6.0
chr6,115750000,115760000,chr6,115800000,115810000,6.0
chr1,130490000,130500000,chr1,130680000,130690000,6.0
chr7,87590000,87600000,chr7,87680000,87690000,6.0
chr10,18900000,18910000,chr10,19300000,19310000,6.0
chr15,36320000,36330000,chr15,36360000,36370000,6.0
chr14,37670000,37680000,chr14,37770000,37780000,6.0
chr4,33370000,33380000,chr4,33390000,33400000,6.0
chr1,140070000,140080000,chr1,140200000,140210000,6.0
chr7,82710000,82720000,chr7,82830000,82840000,6.0
chr5,64880000,64890000,chr5,65160000,65170000,6.0
chr12,70450000,70460000,chr12,70610000,70620000,6.0
chr11,46080000,46090000,chr11,46230000,46240000,6.0
chr3,20090000,20100000,chr3,20120000,20130000,6.0
chr3,19080000,19090000,chr3,19150000,19160000,6.0
chr16,23080000,23090000,chr16,23130000,23140000,6.0
chr3,9820000,9830000,chr3,9880000,9890000,6.0
chr12,70460000,70470000,chr12,70610000,70620000,6.0
chr4,129250000,129260000,chr4,129310000,129320000,6.0
chr14,79790000,79800000,chr14,79920000,79930000,6.0
chr11,100680000,100690000,chr11,100750000,100760000,6.0
chr1,167710000,167720000,chr1,167760000,167770000,6.0
chr10,127930000,127940000,chr10,128180000,128190000,6.0
chr1,173840000,173850000,chr1,173930000,173940000,6.0
chr17,29630000,29640000,chr17,29680000,29690000,6.0
chr15,102230000,102240000,chr15,102280000,102290000,6.0
chr8,125840000,125850000,chr8,125900000,125910000,6.0
chr8,129110000,129120000,chr8,129190000,129200000,6.0
chr12,80720000,80730000,chr12,80860000,80870000,6.0
chr9,32300000,32310000,chr9,32730000,32740000,6.0
chr2,127030000,127040000,chr2,127070000,127080000,6.0
chr11,118000000,118010000,chr11,118150000,118160000,6.0
chr9,68880000,68890000,chr9,69140000,69150000,6.0
chr14,122310000,122320000,chr14,122450000,122460000,6.0
chr1,195020000,195030000,chr1,195070000,195080000,6.0
chr11,106520000,106530000,chr11,106630000,106640000,6.0
chr1,60930000,60940000,chr1,61100000,61110000,6.0
chr6,48670000,48680000,chr6,48750000,48760000,6.0
chr9,32400000,32410000,chr9,32710000,32720000,6.0
chr5,92670000,92680000,chr5,92690000,92700000,6.0
chr11,115270000,115280000,chr11,115340000,115350000,6.0
chr2,11130000,11140000,chr2,11570000,11580000,6.0
chr9,41840000,41850000,chr9,42050000,42060000,6.0
chr9,116120000,116130000,chr9,116240000,116250000,6.0
chr11,54300000,54310000,chr11,54330000,54340000,6.0
chr1,163640000,163650000,chr1,163690000,163700000,6.0
chr12,80790000,80800000,chr12,81210000,81220000,6.0
chr14,54850000,54860000,chr14,55010000,55020000,6.0
chr6,99120000,99130000,chr6,99380000,99390000,6.0
chr12,83260000,83270000,chr12,83300000,83310000,6.0
chr12,83260000,83270000,chr12,83290000,83300000,6.0
chr10,127520000,127530000,chr10,127610000,127620000,6.0
chr4,97430000,97440000,chr4,98100000,98110000,6.0
chr18,75480000,75490000,chr18,75570000,75580000,6.0
chr10,17440000,17450000,chr10,17700000,17710000,6.0
chr6,99200000,99210000,chr6,99470000,99480000,6.0
chr1,163180000,163190000,chr1,163690000,163700000,6.0
chr6,99120000,99130000,chr6,99320000,99330000,6.0
chr7,25180000,25190000,chr7,25240000,25250000,5.5
chr8,35200000,35210000,chr8,35270000,35280000,5.5
chr9,32420000,32430000,chr9,32860000,32870000,5.5
chr1,52850000,52860000,chr1,52900000,52910000,5.5
chr13,5770000,5780000,chr13,5880000,5890000,5.5
chr1,155330000,155340000,chr1,155590000,155600000,5.5
chr3,95420000,95430000,chr3,95520000,95530000,5.5
chr17,24590000,24600000,chr17,24660000,24670000,5.5
chr11,106530000,106540000,chr11,106640000,106650000,5.5
chr7,16870000,16880000,chr7,16940000,16950000,5.5
chr5,106140000,106150000,chr5,106260000,106270000,5.5
chr9,32450000,32460000,chr9,32510000,32520000,5.5
chr2,24760000,24770000,chr2,24790000,24800000,5.5
chr8,26120000,26130000,chr8,26150000,26160000,5.5
chr10,74760000,74770000,chr10,74890000,74900000,5.5
chr10,18680000,18690000,chr10,18720000,18730000,5.5
chr5,77560000,77570000,chr5,77600000,77610000,5.5
chr17,73250000,73260000,chr17,73510000,73520000,5.5
chr10,18670000,18680000,chr10,18720000,18730000,5.5
chr6,149130000,149140000,chr6,149310000,149320000,5.5
chr13,112590000,112600000,chr13,113070000,113080000,5.5
chr7,134320000,134330000,chr7,134350000,134360000,5.5
chr5,96610000,96620000,chr5,96630000,96640000,5.5
chr7,4810000,4820000,chr7,4830000,4840000,5.5
chr1,108690000,108700000,chr1,108710000,108720000,5.5
chr9,32450000,32460000,chr9,32710000,32720000,5.5
chr13,73840000,73850000,chr13,73870000,73880000,5.5
chr1,163180000,163190000,chr1,163660000,163670000,5.5
chr9,21130000,21140000,chr9,21170000,21180000,5.5
chr1,182180000,182190000,chr1,182260000,182270000,5.5
chr13,55280000,55290000,chr13,55310000,55320000,5.5
chr10,18820000,18830000,chr10,19210000,19220000,5.5
chr8,112080000,112090000,chr8,112210000,112220000,5.5
chr3,102970000,102980000,chr3,103010000,103020000,5.5
chr3,36740000,36750000,chr3,36760000,36770000,5.5
chr13,23650000,23660000,chr13,23680000,23690000,5.5
chr1,138490000,138500000,chr1,138580000,138590000,5.5
chr3,37530000,37540000,chr3,37660000,37670000,5.5
chr1,130490000,130500000,chr1,130720000,130730000,5.5
chr3,51350000,51360000,chr3,51450000,51460000,5.5
chr8,117710000,117720000,chr8,118230000,118240000,5.5
chr15,80440000,80450000,chr15,80540000,80550000,5.5
chr10,18670000,18680000,chr10,18890000,18900000,5.5
chr12,70450000,70460000,chr12,70480000,70490000,5.5
chr7,82630000,82640000,chr7,82940000,82950000,5.5
chr8,125440000,125450000,chr8,125550000,125560000,5.5
chr11,100700000,100710000,chr11,100800000,100810000,5.5
chr3,95540000,95550000,chr3,95560000,95570000,5.5
chr3,115370000,115380000,chr3,115670000,115680000,5.5
chr8,129100000,129110000,chr8,129350000,129360000,5.5
chr5,123430000,123440000,chr5,124480000,124490000,5.5
chr15,59920000,59930000,chr15,59940000,59950000,5.5
chr3,130410000,130420000,chr3,130810000,130820000,5.5
chr12,86680000,86690000,chr12,87000000,87010000,5.5
chr10,18830000,18840000,chr10,19290000,19300000,5.5
chr10,18720000,18730000,chr10,18890000,18900000,5.5
chr10,18670000,18680000,chr10,18880000,18890000,5.5
chr7,85990000,86000000,chr7,86040000,86050000,5.5
chr19,29320000,29330000,chr19,29430000,29440000,5.5
chr15,81290000,81300000,chr15,81370000,81380000,5.5
chr14,122310000,122320000,chr14,122400000,122410000,5.5
chr10,98140000,98150000,chr10,98240000,98250000,5.5
chr4,149070000,149080000,chr4,149220000,149230000,5.5
chr4,32140000,32150000,chr4,32650000,32660000,5.5
chr15,102230000,102240000,chr15,102300000,102310000,5.5
chr6,83000000,83010000,chr6,83070000,83080000,5.5
chr11,53110000,53120000,chr11,53240000,53250000,5.5
chr10,96040000,96050000,chr10,96770000,96780000,5.5
chr6,99350000,99360000,chr6,99470000,99480000,5.5
chr6,108490000,108500000,chr6,108550000,108560000,5.5
chr4,59180000,59190000,chr4,59210000,59220000,5.5
chr11,51620000,51630000,chr11,51810000,51820000,5.5
chr6,99320000,99330000,chr6,99470000,99480000,5.5
chr6,99320000,99330000,chr6,99350000,99360000,5.5
chr11,45600000,45610000,chr11,45660000,45670000,5.5
chr6,48500000,48510000,chr6,48750000,48760000,5.5
chr4,59210000,59220000,chr4,59290000,59300000,5.5
chr1,69650000,69660000,chr1,69800000,69810000,5.5
chr6,47730000,47740000,chr6,47760000,47770000,5.5
chr10,98200000,98210000,chr10,98250000,98260000,5.5
chr4,107740000,107750000,chr4,107760000,107770000,5.5
chr14,51400000,51410000,chr14,51700000,51710000,5.5
chr16,23080000,23090000,chr16,23140000,23150000,5.5
chr16,23130000,23140000,chr16,23170000,23180000,5.5
chr1,89650000,89660000,chr1,89740000,89750000,5.5
chr6,41150000,41160000,chr6,41500000,41510000,5.5
chr4,8760000,8770000,chr4,8840000,8850000,5.5
chr5,63200000,63210000,chr5,63300000,63310000,5.0
chr19,4180000,4190000,chr19,4240000,4250000,5.0
chr9,60840000,60850000,chr9,61520000,61530000,5.0
chr15,55120000,55130000,chr15,55380000,55390000,5.0
chr2,127070000,127080000,chr2,127140000,127150000,5.0
chr4,132070000,132080000,chr4,132190000,132200000,5.0
chr13,23620000,23630000,chr13,23850000,23860000,5.0
chr4,135570000,135580000,chr4,135610000,135620000,5.0
chr11,118090000,118100000,chr11,118150000,118160000,5.0
chr16,55860000,55870000,chr16,55940000,55950000,5.0
chr1,130440000,130450000,chr1,130660000,130670000,5.0
chr2,43590000,43600000,chr2,43750000,43760000,5.0
chr10,127980000,127990000,chr10,128130000,128140000,5.0
chr13,42040000,42050000,chr13,42140000,42150000,5.0
chr5,122740000,122750000,chr5,122800000,122810000,5.0
