ChrA,StartA,EndA,ChrB,StartB,EndB,Ncontact
chr3,115380000,115390000,chr3,115430000,115440000,11.0
chr17,88830000,88840000,chr17,88840000,88850000,11.0
chr3,93400000,93410000,chr3,93410000,93420000,11.0
chr10,59420000,59430000,chr10,59430000,59440000,11.0
chr9,43840000,43850000,chr9,43870000,43880000,11.0
chr7,80680000,80690000,chr7,80720000,80730000,11.0
chr10,84590000,84600000,chr10,84640000,84650000,11.0
chr7,52690000,52700000,chr7,52710000,52720000,11.0
chr3,52680000,52690000,chr3,52730000,52740000,11.0
chr10,127090000,127100000,chr10,127110000,127120000,11.0
chr10,127470000,127480000,chr10,127490000,127500000,11.0
chr3,51080000,51090000,chr3,51160000,51170000,11.0
chr3,115450000,115460000,chr3,115510000,115520000,11.0
chr9,24970000,24980000,chr9,25060000,25070000,11.0
chr9,21220000,21230000,chr9,21240000,21250000,11.0
chr7,26020000,26030000,chr7,26060000,26070000,11.0
chr7,19900000,19910000,chr7,19930000,19940000,11.0
chr7,19710000,19720000,chr7,19740000,19750000,11.0
chr1,184420000,184430000,chr1,184460000,184470000,11.0
chr1,140050000,140060000,chr1,140190000,140200000,11.0
chr2,126420000,126430000,chr2,126490000,126500000,11.0
chr5,137940000,137950000,chr5,138040000,138050000,11.0
chr2,117160000,117170000,chr2,117270000,117280000,11.0
chr2,117210000,117220000,chr2,117270000,117280000,11.0
chr15,59350000,59360000,chr15,59400000,59410000,11.0
chr15,38440000,38450000,chr15,38530000,38540000,11.0
chr15,27580000,27590000,chr15,27600000,27610000,11.0
chr5,130290000,130300000,chr5,130360000,130370000,11.0
chr19,53960000,53970000,chr19,54010000,54020000,11.0
chr5,45880000,45890000,chr5,45910000,45920000,11.0
chr2,75800000,75810000,chr2,75820000,75830000,11.0
chr15,27600000,27610000,chr15,27750000,27760000,11.0
chr14,99440000,99450000,chr14,99490000,99500000,11.0
chr13,113200000,113210000,chr13,113230000,113240000,11.0
chr2,24780000,24790000,chr2,24800000,24810000,11.0
chr13,3610000,3620000,chr13,3630000,3640000,11.0
chr13,49310000,49320000,chr13,49330000,49340000,11.0
chr11,29410000,29420000,chr11,29440000,29450000,10.5
chr14,63790000,63800000,chr14,63810000,63820000,10.5
chr5,24190000,24200000,chr5,24340000,24350000,10.5
chr3,35590000,35600000,chr3,35650000,35660000,10.5
chr2,53040000,53050000,chr2,53060000,53070000,10.5
chr7,19910000,19920000,chr7,19930000,19940000,10.5
chr1,193130000,193140000,chr1,193140000,193150000,10.5
chr5,64410000,64420000,chr5,64430000,64440000,10.5
chr3,153570000,153580000,chr3,153600000,153610000,10.5
chr13,113170000,113180000,chr13,113220000,113230000,10.5
chr2,172850000,172860000,chr2,172910000,172920000,10.5
chr12,72110000,72120000,chr12,72130000,72140000,10.5
chr11,69570000,69580000,chr11,69650000,69660000,10.5
chr6,136370000,136380000,chr6,136390000,136400000,10.5
chr18,38490000,38500000,chr18,38510000,38520000,10.5
chr11,46210000,46220000,chr11,46250000,46260000,10.5
chr18,65480000,65490000,chr18,65590000,65600000,10.5
chr1,130510000,130520000,chr1,130600000,130610000,10.5
chr3,103650000,103660000,chr3,103710000,103720000,10.5
chr19,4010000,4020000,chr19,4040000,4050000,10.5
chr9,114330000,114340000,chr9,114400000,114410000,10.5
chr14,122340000,122350000,chr14,122390000,122400000,10.5
chr17,56390000,56400000,chr17,56410000,56420000,10.5
chr17,45710000,45720000,chr17,45760000,45770000,10.5
chr1,172100000,172110000,chr1,172140000,172150000,10.5
chr4,123210000,123220000,chr4,123240000,123250000,10.5
chr1,40450000,40460000,chr1,40470000,40480000,10.5
chr5,138600000,138610000,chr5,138620000,138630000,10.5
chr10,41230000,41240000,chr10,41250000,41260000,10.5
chr8,4140000,4150000,chr8,4160000,4170000,10.5
chr4,128630000,128640000,chr4,128640000,128650000,10.5
chr5,124540000,124550000,chr5,124560000,124570000,10.5
chr17,84560000,84570000,chr17,84580000,84590000,10.5
chr3,115380000,115390000,chr3,115510000,115520000,10.5
chr19,32270000,32280000,chr19,32340000,32350000,10.5
chr10,79630000,79640000,chr10,79710000,79720000,10.5
chr3,87940000,87950000,chr3,87980000,87990000,10.5
chr14,122390000,122400000,chr14,122460000,122470000,10.5
chr6,131320000,131330000,chr6,131330000,131340000,10.5
chr10,80840000,80850000,chr10,80890000,80900000,10.5
chr1,184420000,184430000,chr1,184450000,184460000,10.5
chr9,118290000,118300000,chr9,118300000,118310000,10.5
chr14,28150000,28160000,chr14,28220000,28230000,10.5
chr14,32180000,32190000,chr14,32240000,32250000,10.5
chr2,156950000,156960000,chr2,156970000,156980000,10.5
chr6,113180000,113190000,chr6,113250000,113260000,10.5
chr14,28040000,28050000,chr14,28220000,28230000,10.5
chr1,140080000,140090000,chr1,140180000,140190000,10.5
chr15,79270000,79280000,chr15,79280000,79290000,10.5
chr1,52170000,52180000,chr1,52280000,52290000,10.5
chr1,60910000,60920000,chr1,60970000,60980000,10.0
chr5,105920000,105930000,chr5,106070000,106080000,10.0
chr9,107900000,107910000,chr9,107930000,107940000,10.0
chr9,24950000,24960000,chr9,24970000,24980000,10.0
chr4,133180000,133190000,chr4,133390000,133400000,10.0
chr18,79450000,79460000,chr18,79490000,79500000,10.0
chr4,46500000,46510000,chr4,46540000,46550000,10.0
chr13,51870000,51880000,chr13,51900000,51910000,10.0
chr8,84140000,84150000,chr8,84160000,84170000,10.0
chr2,119790000,119800000,chr2,119850000,119860000,10.0
chr3,106520000,106530000,chr3,106590000,106600000,10.0
chr9,14040000,14050000,chr9,14070000,14080000,10.0
chr3,14570000,14580000,chr3,14610000,14620000,10.0
chr6,122760000,122770000,chr6,122820000,122830000,10.0
chrX,74670000,74680000,chrX,74750000,74760000,10.0
chr5,124860000,124870000,chr5,124880000,124890000,10.0
chr15,27560000,27570000,chr15,27750000,27760000,10.0
chr15,8530000,8540000,chr15,8540000,8550000,10.0
chr19,8810000,8820000,chr19,8860000,8870000,10.0
chr6,47530000,47540000,chr6,47570000,47580000,10.0
chr7,31090000,31100000,chr7,31110000,31120000,10.0
chr5,45840000,45850000,chr5,46060000,46070000,10.0
chr5,36820000,36830000,chr5,36920000,36930000,10.0
chr8,34700000,34710000,chr8,34710000,34720000,10.0
chr7,29940000,29950000,chr7,29960000,29970000,10.0
chr7,52970000,52980000,chr7,52990000,53000000,10.0
chr12,102140000,102150000,chr12,102230000,102240000,10.0
chr2,153060000,153070000,chr2,153160000,153170000,10.0
chr1,75210000,75220000,chr1,75310000,75320000,10.0
chr4,46540000,46550000,chr4,46590000,46600000,10.0
chr18,38010000,38020000,chr18,38040000,38050000,10.0
chr3,100290000,100300000,chr3,100360000,100370000,10.0
chr15,59350000,59360000,chr15,59470000,59480000,10.0
chr4,131760000,131770000,chr4,131820000,131830000,10.0
chr8,84160000,84170000,chr8,84210000,84220000,10.0
chr1,51580000,51590000,chr1,51630000,51640000,10.0
chr11,109100000,109110000,chr11,109130000,109140000,10.0
chr11,79770000,79780000,chr11,79800000,79810000,10.0
chr9,110310000,110320000,chr9,110320000,110330000,10.0
chr13,46010000,46020000,chr13,46060000,46070000,10.0
chr19,53880000,53890000,chr19,53960000,53970000,10.0
chr4,155200000,155210000,chr4,155240000,155250000,10.0
chr11,69180000,69190000,chr11,69200000,69210000,10.0
chr1,36300000,36310000,chr1,36350000,36360000,10.0
chr2,25110000,25120000,chr2,25130000,25140000,10.0
chr10,19310000,19320000,chr10,19410000,19420000,10.0
chr14,27450000,27460000,chr14,27480000,27490000,10.0
chr14,28060000,28070000,chr14,28150000,28160000,9.5
chr13,45980000,45990000,chr13,46060000,46070000,9.5
chr14,103490000,103500000,chr14,103510000,103520000,9.5
chr1,184410000,184420000,chr1,184460000,184470000,9.5
chr2,25080000,25090000,chr2,25130000,25140000,9.5
chr13,49400000,49410000,chr13,49430000,49440000,9.5
chr3,115430000,115440000,chr3,115510000,115520000,9.5
chrX,156110000,156120000,chrX,156170000,156180000,9.5
chr7,52330000,52340000,chr7,52370000,52380000,9.5
chr10,80080000,80090000,chr10,80140000,80150000,9.5
chr4,150290000,150300000,chr4,150330000,150340000,9.5
chr5,115110000,115120000,chr5,115140000,115150000,9.5
chr19,9070000,9080000,chr19,9110000,9120000,9.5
chr16,94820000,94830000,chr16,94850000,94860000,9.5
chr10,80050000,80060000,chr10,80080000,80090000,9.5
chr8,96880000,96890000,chr8,96910000,96920000,9.5
chr7,29910000,29920000,chr7,30020000,30030000,9.5
chr1,43500000,43510000,chr1,43590000,43600000,9.5
chr15,52940000,52950000,chr15,52980000,52990000,9.5
chr7,29940000,29950000,chr7,30020000,30030000,9.5
chr6,38290000,38300000,chr6,38330000,38340000,9.5
chr4,132060000,132070000,chr4,132080000,132090000,9.5
chr3,52660000,52670000,chr3,52730000,52740000,9.5
chr2,65010000,65020000,chr2,65030000,65040000,9.5
chr8,108350000,108360000,chr8,108370000,108380000,9.5
chr9,72280000,72290000,chr9,72310000,72320000,9.5
chr6,99330000,99340000,chr6,99370000,99380000,9.5
chr7,52710000,52720000,chr7,52810000,52820000,9.5
chr7,52100000,52110000,chr7,52180000,52190000,9.5
chr8,73360000,73370000,chr8,73390000,73400000,9.5
chr13,8860000,8870000,chr13,8880000,8890000,9.5
chr4,100880000,100890000,chr4,100910000,100920000,9.5
chr11,11460000,11470000,chr11,11630000,11640000,9.5
chr3,51360000,51370000,chr3,51440000,51450000,9.5
chr4,15860000,15870000,chr4,15880000,15890000,9.5
chr1,94800000,94810000,chr1,94830000,94840000,9.5
chr3,103580000,103590000,chr3,103600000,103610000,9.5
chr3,51280000,51290000,chr3,51360000,51370000,9.5
chr8,4160000,4170000,chr8,4230000,4240000,9.5
chr7,82750000,82760000,chr7,82840000,82850000,9.5
chr16,35860000,35870000,chr16,35930000,35940000,9.5
chr4,133260000,133270000,chr4,133390000,133400000,9.5
chr8,124430000,124440000,chr8,124470000,124480000,9.5
chr16,44350000,44360000,chr16,44360000,44370000,9.5
chr15,61270000,61280000,chr15,61370000,61380000,9.5
chr12,74700000,74710000,chr12,74820000,74830000,9.5
chr7,19890000,19900000,chr7,19930000,19940000,9.5
chr9,24970000,24980000,chr9,24990000,25000000,9.5
chr12,26640000,26650000,chr12,26750000,26760000,9.5
chr3,115360000,115370000,chr3,115410000,115420000,9.5
chr8,87330000,87340000,chr8,87340000,87350000,9.5
chr1,60970000,60980000,chr1,61030000,61040000,9.5
chr1,87600000,87610000,chr1,87620000,87630000,9.5
chr4,122510000,122520000,chr4,122550000,122560000,9.5
chr1,88380000,88390000,chr1,88420000,88430000,9.5
chr5,105830000,105840000,chr5,105920000,105930000,9.5
chr7,134390000,134400000,chr7,134400000,134410000,9.5
chr6,98970000,98980000,chr6,99040000,99050000,9.5
chr3,108200000,108210000,chr3,108210000,108220000,9.5
chr16,55930000,55940000,chr16,55950000,55960000,9.5
chr1,54890000,54900000,chr1,54940000,54950000,9.5
chr3,21880000,21890000,chr3,21930000,21940000,9.5
chr18,75460000,75470000,chr18,75520000,75530000,9.5
chr3,100770000,100780000,chr3,101080000,101090000,9.5
chr10,12540000,12550000,chr10,12560000,12570000,9.5
chr6,149140000,149150000,chr6,149320000,149330000,9.5
chr8,26720000,26730000,chr8,26760000,26770000,9.5
chr9,25000000,25010000,chr9,25060000,25070000,9.5
chr13,23770000,23780000,chr13,23830000,23840000,9.0
chr17,31190000,31200000,chr17,31210000,31220000,9.0
chr5,136640000,136650000,chr5,136670000,136680000,9.0
chr12,112770000,112780000,chr12,112810000,112820000,9.0
chr10,90540000,90550000,chr10,90620000,90630000,9.0
chr19,53400000,53410000,chr19,53460000,53470000,9.0
chr4,131560000,131570000,chr4,131630000,131640000,9.0
chr5,130360000,130370000,chr5,130410000,130420000,9.0
chr1,75130000,75140000,chr1,75230000,75240000,9.0
chr9,119230000,119240000,chr9,119250000,119260000,9.0
chr1,53350000,53360000,chr1,53400000,53410000,9.0
chr10,126700000,126710000,chr10,126740000,126750000,9.0
chr6,124610000,124620000,chr6,124660000,124670000,9.0
chr15,61870000,61880000,chr15,61910000,61920000,9.0
chr8,129440000,129450000,chr8,129450000,129460000,9.0
chr13,55500000,55510000,chr13,55540000,55550000,9.0
chr10,90580000,90590000,chr10,90620000,90630000,9.0
chr12,106240000,106250000,chr12,106270000,106280000,9.0
chr2,9610000,9620000,chr2,9670000,9680000,9.0
chr9,108190000,108200000,chr9,108240000,108250000,9.0
chr11,98880000,98890000,chr11,99010000,99020000,9.0
chr7,105680000,105690000,chr7,105730000,105740000,9.0
chr17,21790000,21800000,chr17,21810000,21820000,9.0
chr1,53840000,53850000,chr1,53880000,53890000,9.0
chr9,102380000,102390000,chr9,102440000,102450000,9.0
chr19,32250000,32260000,chr19,32350000,32360000,9.0
chr6,31120000,31130000,chr6,31160000,31170000,9.0
chr4,106460000,106470000,chr4,106500000,106510000,9.0
chr4,123210000,123220000,chr4,123260000,123270000,9.0
chr3,115430000,115440000,chr3,115460000,115470000,9.0
chr17,25070000,25080000,chr17,25150000,25160000,9.0
chr8,86170000,86180000,chr8,86230000,86240000,9.0
chr1,61190000,61200000,chr1,61230000,61240000,9.0
chr6,129210000,129220000,chr6,129250000,129260000,9.0
chr6,92040000,92050000,chr6,92160000,92170000,9.0
chr16,35740000,35750000,chr16,35770000,35780000,9.0
chr1,140020000,140030000,chr1,140170000,140180000,9.0
chr6,83740000,83750000,chr6,83780000,83790000,9.0
chr8,74990000,75000000,chr8,75070000,75080000,9.0
chr3,19330000,19340000,chr3,19350000,19360000,9.0
chr11,22590000,22600000,chr11,22710000,22720000,9.0
chr11,22590000,22600000,chr11,22610000,22620000,9.0
chr4,133630000,133640000,chr4,133650000,133660000,9.0
chr2,24780000,24790000,chr2,24830000,24840000,9.0
chr6,54680000,54690000,chr6,54760000,54770000,9.0
chr11,68240000,68250000,chr11,68290000,68300000,9.0
chr18,4230000,4240000,chr18,4360000,4370000,9.0
chr18,3280000,3290000,chr18,3380000,3390000,9.0
chr15,27600000,27610000,chr15,27640000,27650000,9.0
chr1,61170000,61180000,chr1,61190000,61200000,9.0
chr3,130600000,130610000,chr3,130650000,130660000,9.0
chr1,135960000,135970000,chr1,135980000,135990000,9.0
chr12,66060000,66070000,chr12,66170000,66180000,9.0
chr5,121030000,121040000,chr5,121060000,121070000,9.0
chr7,52330000,52340000,chr7,52380000,52390000,9.0
chr15,27610000,27620000,chr15,27640000,27650000,9.0
chr11,78310000,78320000,chr11,78340000,78350000,9.0
chr8,75010000,75020000,chr8,75090000,75100000,9.0
chr11,48610000,48620000,chr11,48670000,48680000,9.0
chr9,20680000,20690000,chr9,20700000,20710000,9.0
chr12,15970000,15980000,chr12,16000000,16010000,9.0
chr19,8810000,8820000,chr19,8890000,8900000,9.0
chr1,140020000,140030000,chr1,140180000,140190000,9.0
chr16,13100000,13110000,chr16,13110000,13120000,9.0
chr4,153510000,153520000,chr4,153530000,153540000,9.0
chrX,106020000,106030000,chrX,106200000,106210000,8.5
chr3,35590000,35600000,chr3,35640000,35650000,8.5
chr17,35250000,35260000,chr17,35370000,35380000,8.5
chr17,34300000,34310000,chr17,34350000,34360000,8.5
chr5,106070000,106080000,chr5,106120000,106130000,8.5
chr1,40450000,40460000,chr1,40520000,40530000,8.5
chr17,80860000,80870000,chr17,80960000,80970000,8.5
chr5,108490000,108500000,chr5,108560000,108570000,8.5
chr1,155530000,155540000,chr1,155570000,155580000,8.5
chr3,32600000,32610000,chr3,32630000,32640000,8.5
chr14,47380000,47390000,chr14,47400000,47410000,8.5
chr12,77860000,77870000,chr12,77880000,77890000,8.5
chr16,49760000,49770000,chr16,49830000,49840000,8.5
chr7,135510000,135520000,chr7,135600000,135610000,8.5
chr13,113170000,113180000,chr13,113230000,113240000,8.5
chr11,69130000,69140000,chr11,69170000,69180000,8.5
chr2,120800000,120810000,chr2,120830000,120840000,8.5
chr6,98960000,98970000,chr6,99040000,99050000,8.5
chr7,108610000,108620000,chr7,108720000,108730000,8.5
chr9,20830000,20840000,chr9,20870000,20880000,8.5
chr11,68750000,68760000,chr11,68780000,68790000,8.5
chr18,82670000,82680000,chr18,82730000,82740000,8.5
chr14,28050000,28060000,chr14,28150000,28160000,8.5
chr11,100380000,100390000,chr11,100400000,100410000,8.5
chr11,70320000,70330000,chr11,70420000,70430000,8.5
chr2,119790000,119800000,chr2,119820000,119830000,8.5
chr5,125910000,125920000,chr5,125940000,125950000,8.5
chr9,40850000,40860000,chr9,40990000,41000000,8.5
chr9,106180000,106190000,chr9,106340000,106350000,8.5
chr4,11070000,11080000,chr4,11110000,11120000,8.5
chr15,59400000,59410000,chr15,59420000,59430000,8.5
chr2,122450000,122460000,chr2,122470000,122480000,8.5
chr19,9180000,9190000,chr19,9200000,9210000,8.5
chr8,86230000,86240000,chr8,86270000,86280000,8.5
chr19,34280000,34290000,chr19,34310000,34320000,8.5
chr5,89140000,89150000,chr5,89190000,89200000,8.5
chr11,22590000,22600000,chr11,22740000,22750000,8.5
chr9,20700000,20710000,chr9,20800000,20810000,8.5
chr17,23900000,23910000,chr17,23930000,23940000,8.5
chr10,96090000,96100000,chr10,96160000,96170000,8.5
chr7,29960000,29970000,chr7,29990000,30000000,8.5
chr3,115460000,115470000,chr3,115510000,115520000,8.5
chr19,18740000,18750000,chr19,18780000,18790000,8.5
chr7,29990000,30000000,chr7,30020000,30030000,8.5
chr3,115630000,115640000,chr3,115680000,115690000,8.5
chr13,3890000,3900000,chr13,3910000,3920000,8.5
chr4,129240000,129250000,chr4,129290000,129300000,8.5
chr10,116960000,116970000,chr10,117060000,117070000,8.5
chr11,4100000,4110000,chr11,4140000,4150000,8.5
chr6,39260000,39270000,chr6,39280000,39290000,8.5
chr7,52000000,52010000,chr7,52100000,52110000,8.5
chr14,28250000,28260000,chr14,28280000,28290000,8.5
chr10,117530000,117540000,chr10,117570000,117580000,8.5
chr4,94640000,94650000,chr4,94710000,94720000,8.5
chr9,66720000,66730000,chr9,66740000,66750000,8.5
chr19,6990000,7000000,chr19,7050000,7060000,8.5
chr7,52990000,53000000,chr7,53170000,53180000,8.5
chr6,119990000,120000000,chr6,120140000,120150000,8.5
chr19,8970000,8980000,chr19,9040000,9050000,8.5
chr13,97310000,97320000,chr13,97440000,97450000,8.5
chr6,145030000,145040000,chr6,145060000,145070000,8.5
chr10,76970000,76980000,chr10,77040000,77050000,8.5
chr4,116660000,116670000,chr4,116800000,116810000,8.5
chr16,91400000,91410000,chr16,91470000,91480000,8.5
chr3,115410000,115420000,chr3,115460000,115470000,8.5
chr6,70740000,70750000,chr6,70820000,70830000,8.5
chr10,79500000,79510000,chr10,79600000,79610000,8.5
chr19,12590000,12600000,chr19,12640000,12650000,8.5
chr6,56660000,56670000,chr6,56870000,56880000,8.5
chr10,79600000,79610000,chr10,79630000,79640000,8.5
chr1,192750000,192760000,chr1,192840000,192850000,8.5
chr9,72830000,72840000,chr9,72930000,72940000,8.5
chr7,80680000,80690000,chr7,80730000,80740000,8.5
chr11,32100000,32110000,chr11,32120000,32130000,8.5
chr5,31190000,31200000,chr5,31210000,31220000,8.5
chr2,9500000,9510000,chr2,9600000,9610000,8.5
chr19,5420000,5430000,chr19,5480000,5490000,8.5
chr15,27540000,27550000,chr15,27550000,27560000,8.5
chr9,20750000,20760000,chr9,20800000,20810000,8.0
chr8,86130000,86140000,chr8,86170000,86180000,8.0
chr9,116230000,116240000,chr9,116290000,116300000,8.0
chr8,84280000,84290000,chr8,84330000,84340000,8.0
chr5,122580000,122590000,chr5,122680000,122690000,8.0
chr4,43930000,43940000,chr4,43970000,43980000,8.0
chr3,130630000,130640000,chr3,130650000,130660000,8.0
chr13,63320000,63330000,chr13,63340000,63350000,8.0
chrX,35950000,35960000,chrX,35980000,35990000,8.0
chr14,65680000,65690000,chr14,65690000,65700000,8.0
chr3,103610000,103620000,chr3,103650000,103660000,8.0
chr9,72800000,72810000,chr9,72930000,72940000,8.0
chr3,115410000,115420000,chr3,115680000,115690000,8.0
chr13,52950000,52960000,chr13,52960000,52970000,8.0
chr13,112240000,112250000,chr13,112270000,112280000,8.0
chr3,115380000,115390000,chr3,115630000,115640000,8.0
chr8,84130000,84140000,chr8,84210000,84220000,8.0
chr3,115380000,115390000,chr3,115460000,115470000,8.0
chr1,145540000,145550000,chr1,145620000,145630000,8.0
chr9,106780000,106790000,chr9,106790000,106800000,8.0
chr7,139950000,139960000,chr7,140050000,140060000,8.0
chr9,64620000,64630000,chr9,64670000,64680000,8.0
chr10,79510000,79520000,chr10,79600000,79610000,8.0
chr11,22900000,22910000,chr11,23200000,23210000,8.0
chr15,75810000,75820000,chr15,75910000,75920000,8.0
chr19,53320000,53330000,chr19,53400000,53410000,8.0
chr19,21720000,21730000,chr19,21810000,21820000,8.0
chr11,84520000,84530000,chr11,84540000,84550000,8.0
chr4,135840000,135850000,chr4,135860000,135870000,8.0
chr7,82790000,82800000,chr7,82930000,82940000,8.0
chr11,60540000,60550000,chr11,60640000,60650000,8.0
chr15,84720000,84730000,chr15,84750000,84760000,8.0
chr16,23250000,23260000,chr16,23270000,23280000,8.0
chr13,23640000,23650000,chr13,23660000,23670000,8.0
chr12,106250000,106260000,chr12,106270000,106280000,8.0
chr7,16990000,17000000,chr7,17030000,17040000,8.0
chr2,173260000,173270000,chr2,173280000,173290000,8.0
chr11,70780000,70790000,chr11,70830000,70840000,8.0
chr19,5400000,5410000,chr19,5480000,5490000,8.0
chr1,51530000,51540000,chr1,51580000,51590000,8.0
chr5,31480000,31490000,chr5,31500000,31510000,8.0
chr11,69600000,69610000,chr11,69650000,69660000,8.0
chr7,74770000,74780000,chr7,74790000,74800000,8.0
chr13,22060000,22070000,chr13,22130000,22140000,8.0
chr13,17780000,17790000,chr13,17890000,17900000,8.0
chr1,182740000,182750000,chr1,182780000,182790000,8.0
chr7,13500000,13510000,chr7,13560000,13570000,8.0
chr2,91490000,91500000,chr2,91550000,91560000,8.0
chr1,74550000,74560000,chr1,74630000,74640000,8.0
chr4,129210000,129220000,chr4,129240000,129250000,8.0
chr2,117150000,117160000,chr2,117270000,117280000,8.0
chr4,154250000,154260000,chr4,154270000,154280000,8.0
chr10,33670000,33680000,chr10,33700000,33710000,8.0
chr11,46170000,46180000,chr11,46250000,46260000,8.0
chr2,75800000,75810000,chr2,75810000,75820000,8.0
chr4,123240000,123250000,chr4,123260000,123270000,8.0
chr13,31000000,31010000,chr13,31060000,31070000,8.0
chr17,53700000,53710000,chr17,53820000,53830000,8.0
chr2,153100000,153110000,chr2,153160000,153170000,8.0
chr7,125380000,125390000,chr7,125420000,125430000,8.0
chr19,46470000,46480000,chr19,46570000,46580000,8.0
chr12,79840000,79850000,chr12,79960000,79970000,8.0
chr6,125370000,125380000,chr6,125520000,125530000,8.0
chr11,96770000,96780000,chr11,96800000,96810000,8.0
chr15,72940000,72950000,chr15,72980000,72990000,8.0
chr5,135480000,135490000,chr5,135530000,135540000,8.0
chr15,37890000,37900000,chr15,38000000,38010000,8.0
chr19,32270000,32280000,chr19,32350000,32360000,8.0
chr10,38850000,38860000,chr10,38890000,38900000,8.0
chr15,58650000,58660000,chr15,58700000,58710000,8.0
chr15,36530000,36540000,chr15,36570000,36580000,8.0
chr17,36030000,36040000,chr17,36050000,36060000,8.0
chr2,151360000,151370000,chr2,151390000,151400000,8.0
chr9,32310000,32320000,chr9,32540000,32550000,7.5
chr14,52870000,52880000,chr14,52950000,52960000,7.5
chr19,46830000,46840000,chr19,46940000,46950000,7.5
chr3,40650000,40660000,chr3,40750000,40760000,7.5
chr16,57400000,57410000,chr16,57460000,57470000,7.5
chr8,84160000,84170000,chr8,84300000,84310000,7.5
chr4,46550000,46560000,chr4,46590000,46600000,7.5
chr16,87690000,87700000,chr16,87710000,87720000,7.5
chr2,119790000,119800000,chr2,119840000,119850000,7.5
chr3,137440000,137450000,chr3,137520000,137530000,7.5
chr11,59920000,59930000,chr11,60030000,60040000,7.5
chr19,9970000,9980000,chr19,10060000,10070000,7.5
chr7,19910000,19920000,chr7,19940000,19950000,7.5
chr6,72310000,72320000,chr6,72350000,72360000,7.5
chr9,20830000,20840000,chr9,20890000,20900000,7.5
chr3,103610000,103620000,chr3,103710000,103720000,7.5
chr19,42000000,42010000,chr19,42050000,42060000,7.5
chr18,36830000,36840000,chr18,36900000,36910000,7.5
chr15,59430000,59440000,chr15,59470000,59480000,7.5
chr1,140080000,140090000,chr1,140170000,140180000,7.5
chr11,96830000,96840000,chr11,96900000,96910000,7.5
chr6,128420000,128430000,chr6,128430000,128440000,7.5
chr2,34720000,34730000,chr2,34810000,34820000,7.5
chr8,93310000,93320000,chr8,93350000,93360000,7.5
chr4,150280000,150290000,chr4,150330000,150340000,7.5
chr18,36950000,36960000,chr18,36960000,36970000,7.5
chr2,155180000,155190000,chr2,155210000,155220000,7.5
chr18,36900000,36910000,chr18,36950000,36960000,7.5
chr15,28570000,28580000,chr15,28580000,28590000,7.5
chr6,128790000,128800000,chr6,129170000,129180000,7.5
chr8,87340000,87350000,chr8,87370000,87380000,7.5
chr2,173170000,173180000,chr2,173260000,173270000,7.5
chr19,32830000,32840000,chr19,33300000,33310000,7.5
chr2,24770000,24780000,chr2,24830000,24840000,7.5
chr4,135630000,135640000,chr4,135660000,135670000,7.5
chr14,52720000,52730000,chr14,52740000,52750000,7.5
chr12,36210000,36220000,chr12,36260000,36270000,7.5
chr6,142290000,142300000,chr6,142330000,142340000,7.5
chr11,31910000,31920000,chr11,32000000,32010000,7.5
chr4,41190000,41200000,chr4,41220000,41230000,7.5
chr5,92740000,92750000,chr5,92770000,92780000,7.5
chr6,149140000,149150000,chr6,149250000,149260000,7.5
chr6,149200000,149210000,chr6,149250000,149260000,7.5
chr12,72030000,72040000,chr12,72230000,72240000,7.5
chr14,8920000,8930000,chr14,9000000,9010000,7.5
chr11,106360000,106370000,chr11,106390000,106400000,7.5
chr4,128700000,128710000,chr4,128730000,128740000,7.5
chr5,130290000,130300000,chr5,130370000,130380000,7.5
chr19,4750000,4760000,chr19,4790000,4800000,7.5
chr3,115510000,115520000,chr3,115630000,115640000,7.5
chr3,63760000,63770000,chr3,63780000,63790000,7.5
chr5,130370000,130380000,chr5,130410000,130420000,7.5
chr14,122320000,122330000,chr14,122360000,122370000,7.5
chr10,93530000,93540000,chr10,93570000,93580000,7.5
chr13,55540000,55550000,chr13,55630000,55640000,7.5
chr14,122340000,122350000,chr14,122460000,122470000,7.5
chr17,25070000,25080000,chr17,25090000,25100000,7.5
chr3,115410000,115420000,chr3,115630000,115640000,7.5
chr7,28270000,28280000,chr7,28330000,28340000,7.5
chr4,100910000,100920000,chr4,100960000,100970000,7.5
chr9,78320000,78330000,chr9,78370000,78380000,7.5
chr16,95950000,95960000,chr16,96080000,96090000,7.5
chr1,173710000,173720000,chr1,173740000,173750000,7.5
chr19,5050000,5060000,chr19,5080000,5090000,7.5
chr5,31480000,31490000,chr5,31540000,31550000,7.5
chr4,128630000,128640000,chr4,128710000,128720000,7.5
chr5,123410000,123420000,chr5,123500000,123510000,7.5
chr9,107900000,107910000,chr9,107950000,107960000,7.5
chr5,31540000,31550000,chr5,31590000,31600000,7.5
chr19,4120000,4130000,chr19,4220000,4230000,7.5
chr10,43670000,43680000,chr10,43710000,43720000,7.5
chr7,97480000,97490000,chr7,97500000,97510000,7.5
chr14,122360000,122370000,chr14,122460000,122470000,7.5
chr4,125730000,125740000,chr4,125780000,125790000,7.5
chr3,120870000,120880000,chr3,120990000,121000000,7.5
chr12,112790000,112800000,chr12,112810000,112820000,7.5
chr2,25030000,25040000,chr2,25080000,25090000,7.5
chr5,120960000,120970000,chr5,121060000,121070000,7.5
chr5,135480000,135490000,chr5,135540000,135550000,7.5
chr14,122320000,122330000,chr14,122500000,122510000,7.5
