ChrA,StartA,EndA,ChrB,StartB,EndB,Ncontact
chr17,31220000,31230000,chr17,31510000,31520000,2.0
chr10,68190000,68200000,chr10,68230000,68240000,2.0
chr10,68190000,68200000,chr10,68240000,68250000,2.0
chr12,85340000,85350000,chr12,85370000,85380000,2.0
chr17,35260000,35270000,chr17,35300000,35310000,2.0
chr12,84190000,84200000,chr12,84220000,84230000,2.0
chr10,68230000,68240000,chr10,68240000,68250000,2.0
chr12,73590000,73600000,chr12,73620000,73630000,2.0
chr10,68240000,68250000,chr10,68270000,68280000,2.0
chr10,75290000,75300000,chr10,75440000,75450000,2.0
chr12,69350000,69360000,chr12,69360000,69370000,2.0
chr16,49850000,49860000,chr16,49880000,49890000,2.0
chr8,123000000,123010000,chr8,123030000,123040000,2.0
chr9,32740000,32750000,chr9,32910000,32920000,2.0
chr4,59250000,59260000,chr4,59320000,59330000,2.0
chr5,107710000,107720000,chr5,107720000,107730000,2.0
chr5,65920000,65930000,chr5,65950000,65960000,2.0
chr5,64680000,64690000,chr5,64770000,64780000,2.0
chr5,64490000,64500000,chr5,64770000,64780000,2.0
chr4,136060000,136070000,chr4,136140000,136150000,2.0
chr4,117200000,117210000,chr4,117210000,117220000,2.0
chr4,117180000,117190000,chr4,117200000,117210000,2.0
chr4,107890000,107900000,chr4,108070000,108080000,2.0
chr4,59170000,59180000,chr4,59250000,59260000,2.0
chr7,78850000,78860000,chr7,78890000,78900000,2.0
chr4,43900000,43910000,chr4,44170000,44180000,2.0
chr4,40780000,40790000,chr4,40870000,40880000,2.0
chr4,19920000,19930000,chr4,19930000,19940000,2.0
chr4,7450000,7460000,chr4,7460000,7470000,2.0
chr3,142490000,142500000,chr3,142610000,142620000,2.0
chr3,131010000,131020000,chr3,131150000,131160000,2.0
chr3,130710000,130720000,chr3,130730000,130740000,2.0
chr3,106940000,106950000,chr3,106960000,106970000,2.0
chr5,115490000,115500000,chr5,115550000,115560000,2.0
chr5,122220000,122230000,chr5,122290000,122300000,2.0
chr5,122290000,122300000,chr5,122350000,122360000,2.0
chr5,123220000,123230000,chr5,123240000,123250000,2.0
chr7,75650000,75660000,chr7,75680000,75690000,2.0
chr7,73520000,73530000,chr7,73610000,73620000,2.0
chr7,68250000,68260000,chr7,68280000,68290000,2.0
chr7,68250000,68260000,chr7,68260000,68270000,2.0
chr7,25680000,25690000,chr7,25750000,25760000,2.0
chr7,16280000,16290000,chr7,16290000,16300000,2.0
chr7,4860000,4870000,chr7,4880000,4890000,2.0
chr6,108530000,108540000,chr6,108550000,108560000,2.0
chr6,108500000,108510000,chr6,108550000,108560000,2.0
chr6,108290000,108300000,chr6,108300000,108310000,2.0
chr6,99390000,99400000,chr6,99430000,99440000,2.0
chr6,99370000,99380000,chr6,99430000,99440000,2.0
chr6,99370000,99380000,chr6,99390000,99400000,2.0
chr6,87500000,87510000,chr6,87540000,87550000,2.0
chr6,70800000,70810000,chr6,70840000,70850000,2.0
chr6,31120000,31130000,chr6,31180000,31190000,2.0
chr5,124030000,124040000,chr5,124070000,124080000,2.0
chr3,103860000,103870000,chr3,103880000,103890000,2.0
chr3,103850000,103860000,chr3,103880000,103890000,2.0
chr3,103850000,103860000,chr3,103860000,103870000,2.0
chr2,11620000,11630000,chr2,11650000,11660000,2.0
chr1,180350000,180360000,chr1,180360000,180370000,2.0
chr1,180330000,180340000,chr1,180380000,180390000,2.0
chr1,180330000,180340000,chr1,180360000,180370000,2.0
chr1,178310000,178320000,chr1,178400000,178410000,2.0
chr1,171910000,171920000,chr1,171920000,171930000,2.0
chr1,165660000,165670000,chr1,165700000,165710000,2.0
chr1,161750000,161760000,chr1,161880000,161890000,2.0
chr1,144270000,144280000,chr1,144300000,144310000,2.0
chr1,144240000,144250000,chr1,144270000,144280000,2.0
chr1,138170000,138180000,chr1,138300000,138310000,2.0
chr1,127210000,127220000,chr1,127240000,127250000,2.0
chr1,88640000,88650000,chr1,88700000,88710000,2.0
chr1,80720000,80730000,chr1,80740000,80750000,2.0
chr1,60870000,60880000,chr1,60910000,60920000,2.0
chr1,53850000,53860000,chr1,53870000,53880000,2.0
chr1,53770000,53780000,chr1,53870000,53880000,2.0
chr1,52000000,52010000,chr1,52020000,52030000,2.0
chr1,180360000,180370000,chr1,180400000,180410000,2.0
chr2,11630000,11640000,chr2,11650000,11660000,2.0
chr3,103780000,103790000,chr3,103850000,103860000,2.0
chr2,24900000,24910000,chr2,24930000,24940000,2.0
chr3,103750000,103760000,chr3,103780000,103790000,2.0
chr3,103170000,103180000,chr3,103200000,103210000,2.0
chr3,102710000,102720000,chr3,102730000,102740000,2.0
chr3,95750000,95760000,chr3,95810000,95820000,2.0
chr3,95720000,95730000,chr3,95740000,95750000,2.0
chr3,95620000,95630000,chr3,95670000,95680000,2.0
chr3,95580000,95590000,chr3,95670000,95680000,2.0
chr3,52670000,52680000,chr3,52840000,52850000,2.0
chr3,52610000,52620000,chr3,52670000,52680000,2.0
chr3,36850000,36860000,chr3,36860000,36870000,2.0
chr2,172990000,173000000,chr2,173080000,173090000,2.0
chr2,158690000,158700000,chr2,158710000,158720000,2.0
chr2,157120000,157130000,chr2,157200000,157210000,2.0
chr2,128290000,128300000,chr2,128370000,128380000,2.0
chr2,58170000,58180000,chr2,58180000,58190000,2.0
chr2,58150000,58160000,chr2,58170000,58180000,2.0
chr2,43730000,43740000,chr2,43900000,43910000,2.0
chr7,75780000,75790000,chr7,75800000,75810000,2.0
chrX,48140000,48150000,chrX,48250000,48260000,2.0
chr8,122910000,122920000,chr8,123040000,123050000,2.0
chr8,72340000,72350000,chr8,72360000,72370000,2.0
chr9,32610000,32620000,chr9,32690000,32700000,2.0
chr9,32590000,32600000,chr9,32930000,32940000,2.0
chr8,46750000,46760000,chr8,46940000,46950000,2.0
chr8,122930000,122940000,chr8,123020000,123030000,2.0
chr8,46680000,46690000,chr8,46940000,46950000,2.0
chr9,32590000,32600000,chr9,32720000,32730000,2.0
chr7,104290000,104300000,chr7,104310000,104320000,2.0
chr8,34100000,34110000,chr8,34140000,34150000,2.0
chr9,32690000,32700000,chr9,32920000,32930000,2.0
chr7,102260000,102270000,chr7,102330000,102340000,2.0
chr7,102250000,102260000,chr7,102330000,102340000,2.0
chr8,122910000,122920000,chr8,122930000,122940000,2.0
chr8,111570000,111580000,chr8,111590000,111600000,2.0
chr9,32610000,32620000,chr9,32930000,32940000,2.0
chr7,141040000,141050000,chr7,141090000,141100000,2.0
chr8,126580000,126590000,chr8,126850000,126860000,2.0
chr8,81550000,81560000,chr8,81760000,81770000,2.0
chr9,32720000,32730000,chr9,32740000,32750000,2.0
chr7,101310000,101320000,chr7,101370000,101380000,2.0
chr8,126660000,126670000,chr8,126830000,126840000,2.0
chr8,126660000,126670000,chr8,126860000,126870000,2.0
chr16,23170000,23180000,chr16,23280000,23290000,1.5
chr3,51630000,51640000,chr3,51650000,51660000,1.5
chr3,52250000,52260000,chr3,52840000,52850000,1.5
chr8,122930000,122940000,chr8,123040000,123050000,1.5
chr3,30600000,30610000,chr3,31090000,31100000,1.5
chr8,126580000,126590000,chr8,126830000,126840000,1.5
chr15,80710000,80720000,chr15,80800000,80810000,1.5
chr3,60410000,60420000,chr3,60510000,60520000,1.5
chr15,60110000,60120000,chr15,60140000,60150000,1.5
chr3,60480000,60490000,chr3,60510000,60520000,1.5
chr15,60090000,60100000,chr15,60130000,60140000,1.5
chr3,60410000,60420000,chr3,60480000,60490000,1.5
chr9,116110000,116120000,chr9,116170000,116180000,1.5
chr8,123000000,123010000,chr8,123040000,123050000,1.5
chr15,99000000,99010000,chr15,99010000,99020000,1.5
chr15,80740000,80750000,chr15,80800000,80810000,1.5
chr16,23140000,23150000,chr16,23230000,23240000,1.5
chr3,36840000,36850000,chr3,36860000,36870000,1.5
chr16,23080000,23090000,chr16,23370000,23380000,1.5
chr15,81460000,81470000,chr15,81530000,81540000,1.5
chr15,96540000,96550000,chr15,96630000,96640000,1.5
chr3,68960000,68970000,chr3,68970000,68980000,1.5
chr15,96590000,96600000,chr15,96630000,96640000,1.5
chr15,96590000,96600000,chr15,96640000,96650000,1.5
chr2,173010000,173020000,chr2,173080000,173090000,1.5
chr3,31050000,31060000,chr3,31090000,31100000,1.5
chr15,97460000,97470000,chr15,97470000,97480000,1.5
chr15,96540000,96550000,chr15,96640000,96650000,1.5
chr7,80180000,80190000,chr7,80410000,80420000,1.5
chr15,55850000,55860000,chr15,55890000,55900000,1.5
chr3,103370000,103380000,chr3,103380000,103390000,1.5
chr3,103380000,103390000,chr3,103780000,103790000,1.5
chr14,54210000,54220000,chr14,54230000,54240000,1.5
chr10,13960000,13970000,chr10,14110000,14120000,1.5
chr14,27370000,27380000,chr14,27400000,27410000,1.5
chr8,95080000,95090000,chr8,95240000,95250000,1.5
chr10,13990000,14000000,chr10,14110000,14120000,1.5
chr3,106780000,106790000,chr3,107040000,107050000,1.5
chr14,27350000,27360000,chr14,27370000,27380000,1.5
chr14,27340000,27350000,chr14,27380000,27390000,1.5
chr3,115620000,115630000,chr3,115970000,115980000,1.5
chr13,117210000,117220000,chr13,117240000,117250000,1.5
chr3,115670000,115680000,chr3,115800000,115810000,1.5
chr3,115670000,115680000,chr3,115970000,115980000,1.5
chr3,126590000,126600000,chr3,126660000,126670000,1.5
chr13,109230000,109240000,chr13,109540000,109550000,1.5
chr8,81500000,81510000,chr8,81770000,81780000,1.5
chr3,130730000,130740000,chr3,131140000,131150000,1.5
chr3,103380000,103390000,chr3,103750000,103760000,1.5
chr14,61550000,61560000,chr14,61590000,61600000,1.5
chr3,88420000,88430000,chr3,88450000,88460000,1.5
chr3,103170000,103180000,chr3,103380000,103390000,1.5
chr3,93500000,93510000,chr3,93550000,93560000,1.5
chr15,12160000,12170000,chr15,12220000,12230000,1.5
chr3,95520000,95530000,chr3,95660000,95670000,1.5
chr2,153340000,153350000,chr2,153370000,153380000,1.5
chr10,12810000,12820000,chr10,12860000,12870000,1.5
chr14,121930000,121940000,chr14,122050000,122060000,1.5
chr3,95670000,95680000,chr3,95750000,95760000,1.5
chr8,122910000,122920000,chr8,123030000,123040000,1.5
chr14,117980000,117990000,chr14,118010000,118020000,1.5
chr3,95740000,95750000,chr3,95810000,95820000,1.5
chr10,13960000,13970000,chr10,14040000,14050000,1.5
chr14,79420000,79430000,chr14,79520000,79530000,1.5
chr3,95810000,95820000,chr3,95840000,95850000,1.5
chr3,95840000,95850000,chr3,95920000,95930000,1.5
chr8,122910000,122920000,chr8,123020000,123030000,1.5
chr8,122910000,122920000,chr8,123000000,123010000,1.5
chr14,66190000,66200000,chr14,66260000,66270000,1.5
chr2,157110000,157120000,chr2,157200000,157210000,1.5
chr2,128060000,128070000,chr2,128390000,128400000,1.5
chr16,45150000,45160000,chr16,45250000,45260000,1.5
chr2,128370000,128380000,chr2,128390000,128400000,1.5
chr19,11350000,11360000,chr19,11490000,11500000,1.5
chr1,69540000,69550000,chr1,69750000,69760000,1.5
chr1,69610000,69620000,chr1,69750000,69760000,1.5
chr19,8980000,8990000,chr19,9080000,9090000,1.5
chr9,32690000,32700000,chr9,32910000,32920000,1.5
chr19,4180000,4190000,chr19,4210000,4220000,1.5
chr19,4110000,4120000,chr19,4240000,4250000,1.5
chr1,91260000,91270000,chr1,91290000,91300000,1.5
chr18,75410000,75420000,chr18,75590000,75600000,1.5
chr1,95650000,95660000,chr1,95660000,95670000,1.5
chr18,75380000,75390000,chr18,75410000,75420000,1.5
chr1,106790000,106800000,chr1,106810000,106820000,1.5
chr9,42030000,42040000,chr9,42240000,42250000,1.5
chr1,128600000,128610000,chr1,128760000,128770000,1.5
chr18,34850000,34860000,chr18,34930000,34940000,1.5
chr1,128600000,128610000,chr1,128780000,128790000,1.5
chr1,132000000,132010000,chr1,132010000,132020000,1.5
chr1,69540000,69550000,chr1,69590000,69600000,1.5
chr19,11360000,11370000,chr19,11430000,11440000,1.5
chr1,61040000,61050000,chr1,61050000,61060000,1.5
chr1,60740000,60750000,chr1,60900000,60910000,1.5
chr9,32720000,32730000,chr9,32920000,32930000,1.5
chr1,52010000,52020000,chr1,53850000,53860000,1.5
chr19,56540000,56550000,chr19,57130000,57140000,1.5
chr1,53770000,53780000,chr1,53800000,53810000,1.5
chr19,32170000,32180000,chr19,32290000,32300000,1.5
chr9,32700000,32710000,chr9,32740000,32750000,1.5
chr1,60740000,60750000,chr1,60870000,60880000,1.5
chr1,60750000,60760000,chr1,60870000,60880000,1.5
chr19,11360000,11370000,chr19,11510000,11520000,1.5
chr1,60750000,60760000,chr1,60890000,60900000,1.5
chr1,60870000,60880000,chr1,60900000,60910000,1.5
chr9,32930000,32940000,chr9,33030000,33040000,1.5
chr1,60890000,60900000,chr1,60910000,60920000,1.5
chr19,11370000,11380000,chr19,11510000,11520000,1.5
chr1,60890000,60900000,chr1,61030000,61040000,1.5
chr19,11370000,11380000,chr19,11480000,11490000,1.5
chr9,32650000,32660000,chr9,32740000,32750000,1.5
chr17,84230000,84240000,chr17,84420000,84430000,1.5
chr1,144000000,144010000,chr1,144240000,144250000,1.5
chr2,43730000,43740000,chr2,43740000,43750000,1.5
chr17,31070000,31080000,chr17,31200000,31210000,1.5
chr17,26500000,26510000,chr17,26570000,26580000,1.5
chr2,9590000,9600000,chr2,9870000,9880000,1.5
chr16,95790000,95800000,chr16,95810000,95820000,1.5
chr9,32490000,32500000,chr9,33030000,33040000,1.5
chr9,32490000,32500000,chr9,32590000,32600000,1.5
chr9,32490000,32500000,chr9,32520000,32530000,1.5
chr9,96370000,96380000,chr9,96400000,96410000,1.5
chr17,31130000,31140000,chr17,31220000,31230000,1.5
chr8,126840000,126850000,chr8,126860000,126870000,1.5
chr16,55940000,55950000,chr16,55970000,55980000,1.5
chr16,52060000,52070000,chr16,52140000,52150000,1.5
chr2,127200000,127210000,chr2,127240000,127250000,1.5
chr8,81480000,81490000,chr8,81770000,81780000,1.5
chr16,48770000,48780000,chr16,48810000,48820000,1.5
chr16,45250000,45260000,chr16,45300000,45310000,1.5
chr17,31070000,31080000,chr17,31220000,31230000,1.5
chr9,32590000,32600000,chr9,32700000,32710000,1.5
chr9,44560000,44570000,chr9,44580000,44590000,1.5
chr1,165830000,165840000,chr1,166000000,166010000,1.5
chr17,73030000,73040000,chr17,73100000,73110000,1.5
chr9,32650000,32660000,chr9,32700000,32710000,1.5
chr1,153500000,153510000,chr1,153740000,153750000,1.5
chr17,72930000,72940000,chr17,73170000,73180000,1.5
chr1,164000000,164010000,chr1,164130000,164140000,1.5
chr1,165660000,165670000,chr1,165780000,165790000,1.5
chr17,72910000,72920000,chr17,73160000,73170000,1.5
chr1,171150000,171160000,chr1,171220000,171230000,1.5
chr1,180350000,180360000,chr1,180380000,180390000,1.5
chr1,171960000,171970000,chr1,172000000,172010000,1.5
chr17,51810000,51820000,chr17,51900000,51910000,1.5
chr9,61910000,61920000,chr9,61930000,61940000,1.5
chr1,180250000,180260000,chr1,180400000,180410000,1.5
chr17,46870000,46880000,chr17,46890000,46900000,1.5
chr9,32590000,32600000,chr9,32910000,32920000,1.5
chr9,77910000,77920000,chr9,78000000,78010000,1.5
chr3,131010000,131020000,chr3,131120000,131130000,1.5
chr4,8830000,8840000,chr4,8910000,8920000,1.5
chr8,81480000,81490000,chr8,81760000,81770000,1.5
chr11,21100000,21110000,chr11,21180000,21190000,1.5
chr11,11670000,11680000,chr11,11720000,11730000,1.5
chr7,114060000,114070000,chr7,114270000,114280000,1.5
chr10,40370000,40380000,chr10,40420000,40430000,1.5
chr10,41300000,41310000,chr10,42860000,42870000,1.5
chr11,4490000,4500000,chr11,4820000,4830000,1.5
chr11,4490000,4500000,chr11,4530000,4540000,1.5
chr7,114060000,114070000,chr7,114080000,114090000,1.5
chr10,128630000,128640000,chr10,128690000,128700000,1.5
chr6,113650000,113660000,chr6,113690000,113700000,1.5
chr10,127120000,127130000,chr10,127160000,127170000,1.5
chr6,113660000,113670000,chr6,113690000,113700000,1.5
chr6,115800000,115810000,chr6,115850000,115860000,1.5
chr10,122730000,122740000,chr10,122780000,122790000,1.5
chr6,120080000,120090000,chr6,120110000,120120000,1.5
chr6,125000000,125010000,chr6,125030000,125040000,1.5
chr6,125220000,125230000,chr6,125260000,125270000,1.5
chr10,117860000,117870000,chr10,118080000,118090000,1.5
chr10,19490000,19500000,chr10,19580000,19590000,1.5
chr7,119800000,119810000,chr7,119830000,119840000,1.5
chr13,45900000,45910000,chr13,45920000,45930000,1.5
chr6,99260000,99270000,chr6,99370000,99380000,1.5
chr6,70800000,70810000,chr6,70820000,70830000,1.5
chr7,128330000,128340000,chr7,128380000,128390000,1.5
chr6,83050000,83060000,chr6,83090000,83100000,1.5
chr11,54700000,54710000,chr11,55020000,55030000,1.5
chr6,83500000,83510000,chr6,83770000,83780000,1.5
chr7,127920000,127930000,chr7,127950000,127960000,1.5
chr6,94680000,94690000,chr6,94700000,94710000,1.5
chr11,54490000,54500000,chr11,54520000,54530000,1.5
chr6,98990000,99000000,chr6,99050000,99060000,1.5
chr6,99250000,99260000,chr6,99370000,99380000,1.5
chr6,99250000,99260000,chr6,99390000,99400000,1.5
chr6,99250000,99260000,chr6,99430000,99440000,1.5
chr11,46370000,46380000,chr11,46420000,46430000,1.5
chr11,46340000,46350000,chr11,46370000,46380000,1.5
chr11,46300000,46310000,chr11,46340000,46350000,1.5
chr6,99250000,99260000,chr6,99540000,99550000,1.5
chr6,99260000,99270000,chr6,99310000,99320000,1.5
chr10,117860000,117870000,chr10,117950000,117960000,1.5
chr10,117790000,117800000,chr10,117940000,117950000,1.5
chr6,125240000,125250000,chr6,125260000,125270000,1.5
chr6,128880000,128890000,chr6,129210000,129220000,1.5
chr7,47000000,47010000,chr7,47020000,47030000,1.5
chr10,93690000,93700000,chr10,93700000,93710000,1.5
chr7,63970000,63980000,chr7,63990000,64000000,1.5
chr10,93160000,93170000,chr10,93220000,93230000,1.5
chr7,63990000,64000000,chr7,64060000,64070000,1.5
chr10,93070000,93080000,chr10,93150000,93160000,1.5
chr7,64010000,64020000,chr7,64060000,64070000,1.5
chr10,81010000,81020000,chr10,81060000,81070000,1.5
chr7,68250000,68260000,chr7,68270000,68280000,1.5
chr10,68030000,68040000,chr10,68140000,68150000,1.5
chr7,68260000,68270000,chr7,68280000,68290000,1.5
chr7,68270000,68280000,chr7,68280000,68290000,1.5
chr7,73520000,73530000,chr7,73550000,73560000,1.5
chr7,80410000,80420000,chr7,80530000,80540000,1.5
chr7,75570000,75580000,chr7,75680000,75690000,1.5
chr7,75600000,75610000,chr7,75680000,75690000,1.5
chr10,68140000,68150000,chr10,68190000,68200000,1.5
chr7,46380000,46390000,chr7,46390000,46400000,1.5
chr7,28780000,28790000,chr7,28860000,28870000,1.5
chr10,96370000,96380000,chr10,96590000,96600000,1.5
chr7,4850000,4860000,chr7,4880000,4890000,1.5
chr10,98740000,98750000,chr10,98870000,98880000,1.5
chr10,98740000,98750000,chr10,98790000,98800000,1.5
chr10,98680000,98690000,chr10,98790000,98800000,1.5
chr6,128880000,128890000,chr6,129240000,129250000,1.5
chr6,134890000,134900000,chr6,134940000,134950000,1.5
chr6,136460000,136470000,chr6,136510000,136520000,1.5
chr6,136460000,136470000,chr6,136550000,136560000,1.5
chr10,96580000,96590000,chr10,96600000,96610000,1.5
chr7,27590000,27600000,chr7,27680000,27690000,1.5
chr10,96410000,96420000,chr10,96620000,96630000,1.5
chr7,16260000,16270000,chr7,16280000,16290000,1.5
chr10,96410000,96420000,chr10,96600000,96610000,1.5
chr10,96400000,96410000,chr10,96620000,96630000,1.5
chr10,96400000,96410000,chr10,96410000,96420000,1.5
chr10,96390000,96400000,chr10,96600000,96610000,1.5
chr7,24360000,24370000,chr7,24530000,24540000,1.5
chr6,65660000,65670000,chr6,66530000,66540000,1.5
chr6,54760000,54770000,chr6,54850000,54860000,1.5
chr11,69680000,69690000,chr11,69750000,69760000,1.5
chr5,62750000,62760000,chr5,62850000,62860000,1.5
chr12,107640000,107650000,chr12,107720000,107730000,1.5
chr4,59200000,59210000,chr4,59270000,59280000,1.5
chr10,18950000,18960000,chr10,19010000,19020000,1.5
chr12,86830000,86840000,chr12,86890000,86900000,1.5
chr10,18950000,18960000,chr10,19160000,19170000,1.5
chr12,86800000,86810000,chr12,86830000,86840000,1.5
chr12,85660000,85670000,chr12,85680000,85690000,1.5
chr12,85440000,85450000,chr12,85660000,85670000,1.5
chr10,18960000,18970000,chr10,19110000,19120000,1.5
chr10,18960000,18970000,chr10,19170000,19180000,1.5
chr4,132580000,132590000,chr4,132630000,132640000,1.5
chr12,84190000,84200000,chr12,84240000,84250000,1.5
chr8,72260000,72270000,chr8,72340000,72350000,1.5
chr12,82160000,82170000,chr12,82180000,82190000,1.5
chr4,149850000,149860000,chr4,150010000,150020000,1.5
chr4,150550000,150560000,chr4,150590000,150600000,1.5
chr5,20880000,20890000,chr5,21410000,21420000,1.5
chr12,110480000,110490000,chr12,110490000,110500000,1.5
chr4,59200000,59210000,chr4,59250000,59260000,1.5
chr13,5770000,5780000,chr13,5860000,5870000,1.5
chr4,32050000,32060000,chr4,32250000,32260000,1.5
chr4,6880000,6890000,chr4,6970000,6980000,1.5
chr10,14050000,14060000,chr10,14110000,14120000,1.5
chr7,80410000,80420000,chr7,80450000,80460000,1.5
chr13,41370000,41380000,chr13,41380000,41390000,1.5
chr13,30740000,30750000,chr13,30790000,30800000,1.5
chr4,15270000,15280000,chr4,15300000,15310000,1.5
chr10,14080000,14090000,chr10,14110000,14120000,1.5
chr4,32250000,32260000,chr4,32280000,32290000,1.5
chr4,59170000,59180000,chr4,59330000,59340000,1.5
chr10,18910000,18920000,chr10,19060000,19070000,1.5
chr4,43470000,43480000,chr4,43490000,43500000,1.5
chr13,23530000,23540000,chr13,23760000,23770000,1.5
chr4,59160000,59170000,chr4,59200000,59210000,1.5
chr4,59160000,59170000,chr4,59250000,59260000,1.5
chr13,23450000,23460000,chr13,23560000,23570000,1.5
chr10,18950000,18960000,chr10,19000000,19010000,1.5
chr12,79620000,79630000,chr12,79760000,79770000,1.5
chr12,73620000,73630000,chr12,73690000,73700000,1.5
chr6,48690000,48700000,chr6,48800000,48810000,1.5
chr5,64490000,64500000,chr5,64650000,64660000,1.5
chr5,122980000,122990000,chr5,123120000,123130000,1.5
chr7,141070000,141080000,chr7,141090000,141100000,1.5
chr10,19110000,19120000,chr10,19170000,19180000,1.5
chr11,99170000,99180000,chr11,99190000,99200000,1.5
chr5,134180000,134190000,chr5,134370000,134380000,1.5
chr11,98940000,98950000,chr11,99130000,99140000,1.5
chr5,135110000,135120000,chr5,135140000,135150000,1.5
chr5,138150000,138160000,chr5,138190000,138200000,1.5
chr11,95380000,95390000,chr11,95410000,95420000,1.5
chr11,95350000,95360000,chr11,95380000,95390000,1.5
chr11,95330000,95340000,chr11,95410000,95420000,1.5
chr6,31150000,31160000,chr6,31190000,31200000,1.5
chr11,95330000,95340000,chr11,95350000,95360000,1.5
chr6,41530000,41540000,chr6,41550000,41560000,1.5
chr11,83220000,83230000,chr11,83230000,83240000,1.5
chr6,48550000,48560000,chr6,48800000,48810000,1.5
chr11,69750000,69760000,chr11,69990000,70000000,1.5
chr5,122940000,122950000,chr5,122990000,123000000,1.5
chr5,122940000,122950000,chr5,122980000,122990000,1.5
chr11,106660000,106670000,chr11,106750000,106760000,1.5
chr5,105110000,105120000,chr5,105190000,105200000,1.5
chr12,69380000,69390000,chr12,69510000,69520000,1.5
chr12,69350000,69360000,chr12,69510000,69520000,1.5
chr9,32720000,32730000,chr9,32930000,32940000,1.5
chr8,72130000,72140000,chr8,72160000,72170000,1.5
chr5,64650000,64660000,chr5,64680000,64690000,1.5
chr10,19000000,19010000,chr10,19170000,19180000,1.5
chr5,65000000,65010000,chr5,65330000,65340000,1.5
chr5,110100000,110110000,chr5,110130000,110140000,1.5
chr5,122630000,122640000,chr5,122730000,122740000,1.5
chr11,116370000,116380000,chr11,116430000,116440000,1.5
chr5,112270000,112280000,chr5,112280000,112290000,1.5
chr11,106960000,106970000,chr11,106980000,106990000,1.5
chr8,34100000,34110000,chr8,34160000,34170000,1.5
chr11,106680000,106690000,chr11,106770000,106780000,1.5
chr11,106670000,106680000,chr11,106770000,106780000,1.5
chr8,25270000,25280000,chr8,25590000,25600000,1.5
chr12,69350000,69360000,chr12,69380000,69390000,1.5
